场站名称,省份,市区,区/县,详细地址,负责人,设备MAC地址,设备ICCID,设备场站序号,vpnIP,产品型号
海宁创象hc航海路充电站,浙江省,嘉兴市,海宁市,海塘路附近东东买卖二手车批发基地,谢小刚,02:f5:09:ac:65:6b," 898608331924D0853983",0号桩,168.55.5.42,160kw/1-4
嘉兴大麻镇崇益村文化礼堂停车场充电站,浙江省,嘉兴市,桐乡市,大麻镇纬度设计开发中心崇益村文化礼堂停车场,包拯,26:ac:7c:53:b5:6a," 898607B11924C0334185",1号桩,168.55.4.146,160kw/1-4
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,4e:b7:67:06:27:e7," 898607B11924C0334281",1号桩,168.55.5.12,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,4a:48:4d:19:cc:83," 898607B11924C0334382",2号桩,168.55.1.255,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,7e:cf:b1:1f:33:f0," 898607B11924C0334287",3号桩,168.55.1.158,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,8e:a0:8e:ac:a5:71," 898607B11924C0334289",4号桩,168.55.2.117,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,d6:f0:19:f5:04:7b," 898607B11924C0334384",5号桩,168.55.3.108,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,ce:68:08:07:2a:1f," 898607B11924C0334279",6号桩,168.55.2.204,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,ce:e7:60:51:0b:53," 898607B11924C0334288",7号桩,168.55.4.250,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,c2:fb:03:05:35:cb," 898607B11924C0334284",8号桩,168.55.4.181,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,4e:c5:6a:26:68:ac," 898607B11924C0334385",10号桩,168.55.4.171,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,56:2b:6c:5b:a9:aa," 898607B11924C0334282",11号桩,168.55.2.164,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,9a:2a:73:5b:3e:d3," 898607B11924C0334379",12号桩,168.55.6.73,320kw
山西朔州奔成右玉董半川重卡充电站,山西省,朔州市,右玉县,奔成右玉董半川重卡充电站,王文忠,12:b6:54:5a:39:95," 898604401923C0060941",9号桩,168.55.5.132,320kw
公牛充电桩南大港站,河北省,沧州市,黄骅市,黄骅市南大港医院西北100米(康宁街北),张立波,ea:83:35:4a:36:e0," 898604F7192392293357",1号桩,168.55.2.218,160kw/1-4
零碳充电站|六安施桥站,安徽省,六安市,,施桥镇其实铺村金桥大酒店门口,周超,92:8d:8f:00:06:3f," 898608331924D0857499",1号桩,168.55.2.138,160kw/1-4
公牛河南省洛阳市龙门站地下停车场快速充电站,河南省,洛阳市,洛龙区,河南省洛阳市龙门站地下停车场快速充电站,姬铭阳,ee:10:80:50:5b:3f," 898607B11924C0334174",3号桩,168.55.1.25,160kw/1-4
山东临工玉门镇地质二队充电站,甘肃省,酒泉市,玉门市,甘肃省酒泉市玉门市玉门镇地质二队,陈为,a6:0b:99:cc:4d:31," 898608331924D0855098",1号桩,168.55.0.97,320kw
河北省霸州市阙里墅充电站,河北省,廊坊市,霸州市,阙里墅,刘俊伟,6e:ed:a8:0e:29:18," 898608331924D0854513",2号桩,168.55.4.177,160kw/1-4
河北省霸州市阙里墅充电站,河北省,廊坊市,霸州市,阙里墅,刘俊伟,be:07:ea:78:a6:9e," 898608331924D0856620",1号桩,168.55.2.174,160kw/1-4
河北省邢台市宁晋县公牛充电桩荣盛重卡站,河北省,邢台市,宁晋县,河北省邢台市宁晋县公牛充电桩荣盛重卡站,张立波,3e:5b:65:60:dc:7c," 898607B11924C0334158",1号桩,168.55.5.4,160kw/1-4
广东敬业充电站,广东省,揭阳市,榕城区,S235与金港路交叉口正东方向850米左右,朱坤涛,42:cd:8c:4c:2b:98," 898607B11924C0338385",1号桩,168.55.0.244,400kw
广东敬业充电站,广东省,揭阳市,榕城区,S235与金港路交叉口正东方向850米左右,朱坤涛,a2:24:57:0a:2b:f1," 898607B11924C0338387",2号桩,168.55.0.30,400kw
广东敬业充电站,广东省,揭阳市,榕城区,S235与金港路交叉口正东方向850米左右,朱坤涛,fe:dd:4a:80:15:19," 898607B11924C0338386",3号桩,168.55.1.138,400kw
广东敬业充电站,广东省,揭阳市,榕城区,S235与金港路交叉口正东方向850米左右,朱坤涛,26:8f:58:ff:e5:09," 898607B11924C0338382",4号桩,168.55.3.72,400kw
广东敬业充电站,广东省,揭阳市,榕城区,S235与金港路交叉口正东方向850米左右,朱坤涛,32:8a:8c:ac:91:5a," 898607B11924C0338383",5号桩,168.55.0.145,400kw
广东敬业充电站,广东省,揭阳市,榕城区,S235与金港路交叉口正东方向850米左右,朱坤涛,62:ba:99:01:2f:f3," 898607B11924C0336655",6号桩,168.55.3.33,400kw
广东敬业充电站,广东省,揭阳市,榕城区,S235与金港路交叉口正东方向850米左右,朱坤涛,3e:1c:06:52:6d:4c," 898607B11924C0338384",7号桩,168.55.0.141,400kw
绵阳临工充电站,四川省,绵阳市,涪城区,绵阳同凯新材料科技有限公司,杨明,a2:9a:54:cf:cd:19," 898608331924D0856926",1号桩,168.55.3.243,320kw
中安共创郑州上街雕像停车场充电站,河南省,郑州市,上街区,河南郑州上街旭晨·林溪郡,姬铭阳,26:15:ff:59:f8:bc," 89860440192390023607",1号桩,168.55.0.60,160kw/1-4
河南省许昌市建安区启平聚能充柿张站,河南省,许昌市,建安区,河南省许昌市建安区启平聚能充柿张站,姬铭阳,e2:21:7d:f3:c3:c5," 898608331924D0855110",1号桩,168.55.2.4,160kw/1-4
云居王店镇镇西村文化礼堂快充站,浙江省,嘉兴市,秀洲区,云居王店镇镇西村文化礼堂快充站,包拯,6a:07:5e:6a:38:30," 898608331924D0853989",1号桩,168.55.5.252,160kw/1-4
忻城泮水十字路口公牛充电站,广西壮族自治区,来宾市,忻城县,来宾市忻城县盘水村古学路,蓝汝唯,5e:08:00:c6:39:11," 89860440192390023322",1号桩,168.55.0.5,160kw/1-4
睿趣石花宾馆超充站,湖北省,襄阳市,谷城县,石花镇东大路石花宾馆41号,何东山,da:11:07:6c:91:0c," 89860440192390023487",1号桩,168.55.1.9,160kw/1-4
神山西街充电站,内蒙古自治区,兴安盟,乌兰浩特市,汇海歌厅院内,贾鹏乐,ce:d1:9e:5a:80:ff," 898608331924D0854358",1号桩,168.55.4.224,160kw/1-4
山西晋中软云能源（希尔顿欢朋酒店）充电站,山西省,晋中市,,软云能源（希尔顿欢朋酒店）充电站,王文忠,96:0c:95:92:d5:d2," 898604F7192392295847",1号桩,168.55.1.163,160kw/1-4
梅花镇高速出口160kW快充,江苏省,宿迁市,泗洪县,宿迁市泗洪县梅花镇通站大道1号（泗洪海峡国际商贸城）,刘召美,fa:3e:c0:91:38:4c," 898608331924D0854382",1号桩,168.55.4.42,160kw/1-4
中国铁塔汽车充电站（山东省济南市莱芜城西重卡充电）,山东省,,,龙潭西街与汶秀北路交汇处西南场地,曹灿,4a:8d:26:0c:06:a9," 898608331924D0855431",5号桩,168.55.3.251,400kw
中国铁塔汽车充电站（山东省济南市莱芜城西重卡充电）,山东省,,,龙潭西街与汶秀北路交汇处西南场地,曹灿,a6:92:c6:5a:55:3c," 898608331924D0855862",4号桩,168.55.6.132,400kw
中国铁塔汽车充电站（山东省济南市莱芜城西重卡充电）,山东省,,,龙潭西街与汶秀北路交汇处西南场地,曹灿,0a:c0:72:28:ff:7f," 898608331924D0855430",1号桩,168.55.2.50,400kw
中国铁塔汽车充电站（山东省济南市莱芜城西重卡充电）,山东省,,,龙潭西街与汶秀北路交汇处西南场地,曹灿,fe:33:74:9b:d6:df," 898608331924D0855863",3号桩,168.55.2.216,400kw
中国铁塔汽车充电站（山东省济南市莱芜城西重卡充电）,山东省,,,龙潭西街与汶秀北路交汇处西南场地,曹灿,a6:55:47:3e:fc:00," 898608331924D0855864",2号桩,168.55.4.13,400kw
河南省焦作市解放区政务服务中心,河南省,焦作市,解放区,河南省焦作市解放区政务服务中心,姬铭阳,4e:36:a6:6b:c9:aa," 898608331924D0855122",1号桩,168.55.3.70,160kw/1-4
桂平县龚州公牛超级充电站,广西壮族自治区,贵港市,平南县,平马路38号,蓝汝唯,72:a6:55:80:03:12," 898608331924D0856120",1号桩,168.55.5.48,160kw/1-4
河南省新乡市长垣中鑫之宝4S充电站,河南省,新乡市,,中鑫之宝4S店,姬铭阳,fe:6c:ea:93:52:4a," 898608331924D0853972",1号桩,168.55.3.28,120kw
河南省新乡市长垣中鑫之宝4S充电站,河南省,新乡市,,中鑫之宝4S店,姬铭阳,3a:b7:55:5b:ff:ed," 898608331924D0854392",2号桩,168.55.0.26,120kw
扬能捷充市文化馆充电站,江苏省,扬州市,邗江区,扬州市邗江区维扬路349号,殷昊,fe:f7:85:5d:51:9f," 898607B11924C0334970",1号桩,168.55.4.173,160kw/1-4
河北省石家庄灵寿县水泥四厂东北门,河北省,石家庄市,灵寿县,青同镇韩洼村;201省道与557乡道路口北357米,张立波,6e:70:29:57:d5:19," 898608331924D0854533",1号桩,168.55.4.183,320kw
冠群新能源三原大寨村快充站,陕西省,咸阳市,三原县,冠群新能源三原大寨村快充站,李一睿,de:fd:a4:67:ff:da," 898607B11924C0338045",1号桩,168.55.4.12,160kw/1-4
睿博充电站,江苏省,南通市,通州区,兴仁镇富园路,赖钟城,3e:3f:57:a4:39:87," 898608331924D0855115",0号桩,168.55.3.9,160kw/1-4
西湖轮胎充电站,河北省,廊坊市,大城县,大城县南赵扶村桥东加油站斜对过,刘俊伟,be:8b:c0:9e:92:b0," 898608331924D0856121",1号桩,168.55.4.55,160kw/1-4
明澜出行兰州来紫堡派出所祺能充电站,甘肃省,兰州市,榆中县,来紫堡派出所东210米,陈为,3e:b7:7c:c8:d4:7e," 898607B11924C0333792",0号桩,168.55.3.186,160kw/1-4
宜章县捷驰新能源充电桩（二期）,湖南省,郴州市,宜章县,五岭镇清溪山,李仕,c2:15:f5:c6:0d:0b," 898608331924D0856393",1号桩,168.55.3.64,400kw
宜章县捷驰新能源充电桩（二期）,湖南省,郴州市,宜章县,五岭镇清溪山,李仕,82:44:db:96:36:f8," 898608331924D0856388",2号桩,168.55.2.219,400kw
宜章县捷驰新能源充电桩（二期）,湖南省,郴州市,宜章县,五岭镇清溪山,李仕,02:4c:1c:b5:c0:d5," 898608331924D0856396",3号桩,168.55.3.173,400kw
宜章县捷驰新能源充电桩（二期）,湖南省,郴州市,宜章县,五岭镇清溪山,李仕,b2:90:20:03:49:59," 898608331924D0856389",4号桩,168.55.0.132,400kw
宜章县捷驰新能源充电桩（二期）,湖南省,郴州市,宜章县,五岭镇清溪山,李仕,4e:bd:f1:79:00:52," 898608331924D0856380",5号桩,168.55.2.68,400kw
宜章县捷驰新能源充电桩（二期）,湖南省,郴州市,宜章县,五岭镇清溪山,李仕,be:fc:2c:03:2b:66," 898608331924D0856399",6号桩,168.55.4.87,400kw
宜章县捷驰新能源充电桩（二期）,湖南省,郴州市,宜章县,五岭镇清溪山,李仕,a2:19:6a:61:18:54," 898608331924D0856385",7号桩,168.55.5.32,400kw
宜章县捷驰新能源充电桩（二期）,湖南省,郴州市,宜章县,五岭镇清溪山,李仕,1a:31:f0:67:c6:aa," 898608331924D0856392",8号桩,168.55.5.13,400kw
科进能源温泉加油站,甘肃省,庆阳市,西峰区,甘肃科进能源有限公司温泉加油站,陈为,42:d4:3e:d9:12:5b," 898608331924D0854171",1号桩,168.55.3.220,160kw/1-4
三亚万悦新天地充电站,海南省,三亚市,吉阳区,三亚万悦新天地,符焕相,c2:2b:ad:00:6e:9a," 898607B11924C0334099",1号桩,168.55.3.27,160kw/1-4
云居广陈农贸市场快充站,浙江省,嘉兴市,平湖市,云居广陈农贸市场快充站,包拯,2a:3c:14:6d:ab:c9," 898607B11924C0338230",1号桩,168.55.2.213,160kw/1-4
河北秦皇岛北戴河小薄荷寨充电站,河北省,秦皇岛市,,北五路北戴河区小薄荷寨小区(北五路东300米),张立波,ce:b1:ec:80:25:b6," 898608331924D0854162",1号桩,168.55.2.87,160kw/1-4
庆阳宁县巩吕商贸楼喜鹊充电站,甘肃省,庆阳市,宁县,甘肃省庆阳市宁县巩吕商贸楼西150米,陈为,0a:77:53:f3:67:65," 898608331924D0854524",1号桩,168.55.5.227,120kw
安徽淮南世纪天成向上城快充站,安徽省,淮南市,田家庵区,世纪天成向上城停车场,周超,7a:75:a5:9c:ff:c1," 898604F7192392293298",1号桩,168.55.1.84,160kw/1-4
岐口五龙快餐公牛充电站,河北省,沧州市,黄骅市,南排河镇五龙快餐,刘俊伟,4a:ec:c8:0c:03:60," 898608331924D0854535",1号桩,168.55.2.211,160kw/1-4
明澜出行宝鸡磻溪星衡充电站,陕西省,宝鸡市,陈仓区,明澜出行磻溪星衡充电站,李一睿,9e:a3:27:87:59:23," 898608331924D0858300",1号桩,168.55.2.18,160kw/1-4
云居南石湖新邨快充站,江苏省,苏州市,吴中区,城南街道南石湖新村,赖钟城,46:00:cd:c0:67:2d," 898607B11924C0334817",0号桩,168.55.0.62,160kw/1-4
铁岭开原章桓线充电站,辽宁省,铁岭市,开原市,章桓线开原市刘赞土石方建筑工程队,赵世震,16:6d:c5:75:2d:a4,,1号桩,168.55.5.184,160kw/1-4
淞南路停车场充电站,江苏省,苏州市,吴江区,淞南路停车场,赖钟城,1e:1f:b7:30:07:9f," 898608331924D0855008",1号桩,168.55.0.68,160kw/1-4
河北源惠充邢台巨鹿官亭充电站,河北省,邢台市,巨鹿县,G230官亭医院东北侧约220米,张立波,fa:be:32:da:66:ab," 898604F7192392295909",1号桩,168.55.6.43,160kw/1-4
山东省临沂市沂南县双堠镇南龙口村充电站,山东省,临沂市,沂南县,双堠镇南龙口村,王祥宇,02:2f:cc:c6:30:95," 898604F7192392295483",1号桩,168.55.6.37,320kw
钦州北站领充充电站,广西壮族自治区,钦州市,钦北区,钦州湾大道159-29号,蓝汝唯,0a:e8:6c:f9:9a:38," 898608331924D0856156",1号桩,168.55.0.188,160kw/1-4
钦州北站领充充电站,广西壮族自治区,钦州市,钦北区,钦州湾大道159-29号,蓝汝唯,f6:cc:55:4b:9e:33," 898608331924D0854965",2号桩,168.55.1.150,160kw/1-4
清水重卡超充站,甘肃省,天水市,清水县,甘肃省天水市清水县红堡镇东沟河,陈为,3a:d4:46:39:a4:ff," 898607B11924C0334610",2号桩,168.55.4.73,320kw
清水重卡超充站,甘肃省,天水市,清水县,甘肃省天水市清水县红堡镇东沟河,陈为,be:5f:d6:6a:d9:4e," 898607B11924C0334746",1号桩,168.55.3.59,320kw
清水重卡超充站,甘肃省,天水市,清水县,甘肃省天水市清水县红堡镇东沟河,陈为,ee:ea:67:55:79:cf," 898607B11924C0334750",4号桩,168.55.6.82,320kw
冠群新能源泾阳官道村快充站,陕西省,咸阳市,泾阳县,泾阳官道村快充站,李一睿,66:80:80:00:9f:e0," 898608331924D0855055",1号桩,168.55.5.221,160kw/1-4
福鼎市前岐镇地磅充电站,福建省,宁德市,福鼎市,前岐镇G228与拓山路交叉口正西方向200米左右,陈渊杰,72:f2:2d:25:95:3b," 898608331924D0856006",1号桩,168.55.3.51,160kw/1-4
盛宏超级充电站,黑龙江省,牡丹江市,海林市,柴河镇和谐小区,赵世震,36:3d:f3:0c:29:64," 898607B11924C0342211",1号桩,168.55.3.164,160kw/1-4
山西河津绿动未来平安充电站,山西省,运城市,河津市,绿动未来平安充电站,王文忠,4e:b2:a8:ff:8f:cc," 898608331924D0854014",1号桩,168.55.0.11,160kw/1-4
潘板小学充电站(佳俊充电站),浙江省,杭州市,余杭区,径山镇毛陶线,包拯,be:92:3f:b3:49:01," 89860440192390023383",1号桩,168.55.2.215,160kw/1-4
皖能慧充澛港西区汽车快充站,安徽省,芜湖市,,澛港路172西南方向60米,周超,0e:77:93:26:72:9f," 898604F7192392295871",1号桩,168.55.0.55,160kw/1-4
" 临泉县关庙镇公牛快充站",安徽省,阜阳市,临泉县,关庙镇345国道旁,周超,fe:0d:56:33:cb:ac," 898607B11924C0333608",1号桩,168.55.1.219,160kw/1-4
山东省聊城市江北水城旅游度假服务区,山东省,聊城市,,山东省聊城市江北水城旅游度假区苗金平综合服务站,王祥宇,2a:83:2d:ac:4a:54," 898608331924D0858298",1号桩,168.55.3.91,160kw/1-4
盛仟诚（迎宾花园北区）充电站,甘肃省,酒泉市,敦煌市,敦煌市迎宾花园北区充电站,陈为,46:1a:d9:d6:b8:6a,,1号桩,168.55.1.253,160kw/1-4
清溪荔横工业区充电站,广东省,东莞市,,清溪镇荔横路6号朗辰五金,姜方敏,ea:68:9f:f4:07:9a,,1号桩,168.55.6.118,160kw/1-4
云居凤珍村游客接待中心快充站,浙江省,嘉兴市,秀洲区,王店镇凤珍行政村宝桥自然村22号停车场,包拯,ce:43:19:79:a6:cd," 898608331924D0853990",0号桩,168.55.6.52,160kw/1-4
公牛徐桥镇快充站,安徽省,安庆市,太湖县,X102中国信合(新街分社)东侧约70米,周超,c2:9e:35:e3:60:93," 898608331924D0857501",1号桩,168.55.2.236,160kw/1-4
山东省德州市陵城区大成充电站,山东省,德州市,陵城区,大成充电站,王祥宇,22:71:e0:8c:dc:18," 89860440192390023740",1号桩,168.55.4.244,160kw/1-4
博白县公园路集中式快速充电站,广西壮族自治区,玉林市,博白县,博白镇公园路121号,蓝汝唯,16:95:d3:a5:1b:5c," 898607B11924C0334082",1号桩,168.55.5.148,160kw/1-4
定安县龙河卫生院,海南省,省直辖县级行政区划,定安县,海南省定安县新建街340号,符焕相,3a:c2:ff:ed:38:67," 898608331924D0854385",1号桩,168.55.5.3,160kw/1-4
宁乡大成桥珺岚新能源重卡超充站,湖南省,长沙市,宁乡市,宁横公路,成志宏,8e:8b:fd:a5:55:95," 898607B11924C0333635",11号桩,168.55.2.217,400kw
河北省邢台市南和区恒润广场北充电站,河北省,邢台市,南和区,晨梓快捷酒店客房部,张立波,42:91:8c:38:3a:e0," 898608331924D0854451",1号桩,168.55.3.68,160kw/1-4
公牛河南省洛阳市孟津富清充电站,河南省,洛阳市,,河南省洛阳市孟津富清充电站,姬铭阳,d6:d4:d4:d2:96:4a," 898604F7192392297457",1号桩,168.55.4.113,160kw/1-4
红旗充电桩充电站,海南省,海口市,琼山区,红旗大道与龙凤街交叉路口往东南约290米,符焕相,aa:f8:63:30:7b:09," 898608331924D0854525",1号桩,168.55.3.118,160kw/1-4
华冲镇160kw快充站,江苏省,宿迁市,沭阳县,华冲镇龙青线晓晨玩具对面（穿过楼房）,刘召美,9a:22:8c:fe:93:c3," 89860440192390023743",1号桩,168.55.5.31,160kw/1-4
云南昭通市盐津县客运站汽车充电站（中国铁塔）,云南省,昭通市,盐津县,盐津县汽车客运站内,尹文泽,1a:fd:1e:38:58:3c," 898604F7192392295854",1号桩,168.55.5.108,160kw
云南昭通市盐津县客运站汽车充电站（中国铁塔）,云南省,昭通市,盐津县,盐津县汽车客运站内,尹文泽,36:07:0c:07:da:3f," 898604F7192392295846",2号桩,168.55.5.106,160kw
天峨县金桂元大酒店充电站,广西壮族自治区,河池市,天峨县,城西路159号天峨金桂元大酒店,蓝汝唯,7a:d7:c4:3f:f8:f1," 898604F7192392297272",1号桩,168.55.5.125,160kw/1-4
河南开封蓝能闫楼充电站,河南省,开封市,祥符区,闫楼村委会,姬铭阳,ee:bd:37:81:10:af," 898604F7192392293659",1号桩,168.55.2.102,160kw/1-4
四川向通建设工程充电站,四川省,成都市,双流区,金桥镇茂生街126号,,62:db:b5:73:2d:7d," 898604F7192392295336",1号桩,168.55.3.210,320kw
石湖乡石湖村村牛桃公路充电站,江苏省,连云港市,东海县,石湖乡石湖村村牛桃公路北,,16:ca:63:98:8a:f0," 898604F7192392295536",1号桩,168.55.5.103,120kw
石湖乡石湖村村牛桃公路充电站,江苏省,连云港市,东海县,石湖乡石湖村村牛桃公路北,,ae:30:a8:61:4a:31," 898608331924D0854433",2号桩,168.55.4.215,320kw
晋新能源金积充换电站,宁夏回族自治区,吴忠市,利通区,利通区金积镇,赵家良,4e:6b:01:03:03:ac," 898604F7192392293766",1号桩,168.55.4.132,400kw
晋新能源金积充换电站,宁夏回族自治区,吴忠市,利通区,利通区金积镇,赵家良,72:07:32:4a:61:5a," 898608411924D1249438",2号桩,168.55.1.22,400kw
晋新能源金积充换电站,宁夏回族自治区,吴忠市,利通区,利通区金积镇,赵家良,9e:82:4a:9f:90:7e," 898608331924D0854447",3号桩,168.55.1.148,400kw
晋新能源金积充换电站,宁夏回族自治区,吴忠市,利通区,利通区金积镇,赵家良,5a:b2:53:b6:7c:60," 898608331924D0854450",4号桩,168.55.6.107,400kw
晋新能源金积充换电站,宁夏回族自治区,吴忠市,利通区,利通区金积镇,赵家良,46:9c:ce:98:26:60," 898608331924D0854428",5号桩,168.55.1.49,400kw
晋新能源金积充换电站,宁夏回族自治区,吴忠市,利通区,利通区金积镇,赵家良,c6:87:3b:94:aa:9a," 898608331924D0854055",6号桩,168.55.4.53,400kw
晋新能源金积充换电站,宁夏回族自治区,吴忠市,利通区,利通区金积镇,赵家良,46:c5:6f:b8:80:69," 898604F7192392293777",7号桩,168.55.0.64,400kw
晋新能源金积充换电站,宁夏回族自治区,吴忠市,利通区,利通区金积镇,赵家良,da:63:3f:c7:f3:f0," 898604F7192392293785",8号桩,168.55.4.236,400kw
晋新能源金积充换电站,宁夏回族自治区,吴忠市,利通区,利通区金积镇,赵家良,26:06:aa:c9:b6:8c," 898608331924D0854056",9号桩,168.55.5.175,400kw
晋新能源金积充换电站,宁夏回族自治区,吴忠市,利通区,利通区金积镇,赵家良,62:53:99:7f:6d:ad," 898608331924D0854427",10号桩,168.55.1.139,400kw
泾县竹园农家菜公牛充电站,安徽省,宣城市,泾县,陶新路与206省道交叉口西北20米,周超,4e:78:d0:f4:61:06," 898608331924D0857432",1号桩,168.55.3.45,160kw/1-4
舟山和建村充电站,浙江省,舟山市,定海区,舟山和建村,向晓东,da:28:28:b4:f3:38," 898604F7192392295868",1号桩,168.55.0.243,160kw/1-4
天长市星达充电站,安徽省,滁州市,天长市,石梁镇十八集小学,周超,26:b8:88:30:cc:c7," 898608331924D0856152",1号桩,168.55.6.76,160kw/1-4
河北武安陌上轻雅酒店充电站,河北省,邯郸市,武安市,武安市陌上轻雅酒店充电站,张立波,de:eb:26:2d:d6:1f," 89860440192390023403",1号桩,168.55.2.5,160kw/1-4
河南新郑薛店中德产业园充电站,河南省,郑州市,新郑市,河南新郑薛店中德产业园充电站,姬铭阳,f2:bf:5f:fc:6d:25," 898608331924D0855111",1号桩,168.55.2.79,160kw/1-4
昆明安宁八街充电站,云南省,昆明市,安宁市,八街街道办事处,尹文泽,8e:71:1d:34:47:7f," 898608331924D0854357",1号桩,168.55.1.124,160kw/1-4
新庄湖滨小区门口停车场-公牛充电站,江苏省,无锡市,宜兴市,江苏省无锡市宜兴市新庄新庄湖滨小区门口停车场,赖钟城,ae:82:4f:4d:db:d4," 898608331924D0855112",1号桩,168.55.0.125,160kw/1-4
青伊湖160KW快充站,江苏省,宿迁市,沭阳县,青伊湖镇龙青线青伊湖花苑,刘召美,82:c3:2e:d2:a4:73," 898608331924D0853963",1号桩,168.55.3.16,160kw/1-4
山西太原阳曲县新兴产业科创基地充电站,山西省,太原市,阳曲县,山西省太原市阳曲县新兴产业科创基地充电站,王文忠,62:0c:0b:a9:fa:33," 898608331924D0855123",1号桩,168.55.4.200,160kw/1-4
冠群新能源渭南临渭官道西快充站,陕西省,渭南市,临渭区,冠群新能源渭南临渭官道西快充站,杜祥,36:d4:db:e7:ab:bd," 898608331924D0854542",1号桩,168.55.5.88,160kw/1-4
闻集镇骏怡连锁酒店充电站,安徽省,阜阳市,,闻集镇人民政府),周超,42:a8:cd:a9:e3:3a," 898608331924D0857498",1号桩,168.55.5.33,160kw/1-4
河南郑州宏杉建材充电站,河南省,郑州市,惠济区,河南郑州北三环宏杉建材充电站,姬铭阳,76:d6:3b:3c:ce:c0," 898608331924D0854154",1号桩,168.55.2.20,320kw
涡阳县曹操出行公牛充电站,安徽省,亳州市,涡阳县,汽车城吉利4S店对过,周超,2e:b3:c0:00:c3:35," 898608331924D0853981",1号桩,168.55.0.42,160kw/1-4
谐美小区物流集散中心充电站,贵州省,安顺市,镇宁布依族苗族自治县,谐美小区物流集散中心,杜天天,de:57:97:b1:1a:fe," 898604F7192392293401",2号桩,168.55.4.45,320kw
谐美小区物流集散中心充电站,贵州省,安顺市,镇宁布依族苗族自治县,谐美小区物流集散中心,杜天天,ba:e4:35:36:d7:e7," 898604F7192392293398",1号桩,168.55.1.186,320kw
谐美小区物流集散中心充电站,贵州省,安顺市,镇宁布依族苗族自治县,谐美小区物流集散中心,杜天天,22:8e:fc:5a:56:ff," 898608331924D0857443",3号桩,168.55.4.216,320kw
射洪经开区高架桥下面重卡车充电站,四川省,遂宁市,,射洪经开区高架桥下面重卡车充电站,廖洋,02:a9:b6:f6:29:3f," 898607B11924C0336907",4号桩,168.55.4.203,400kw
射洪经开区高架桥下面重卡车充电站,四川省,遂宁市,,射洪经开区高架桥下面重卡车充电站,廖洋,46:3a:e5:e6:95:72," 898607B11924C0337003",2号桩,168.55.0.85,400kw
射洪经开区高架桥下面重卡车充电站,四川省,遂宁市,,射洪经开区高架桥下面重卡车充电站,廖洋,9e:4f:f8:b7:25:35," 898607B11924C0336901",1号桩,168.55.4.52,400kw
射洪经开区高架桥下面重卡车充电站,四川省,遂宁市,,射洪经开区高架桥下面重卡车充电站,廖洋,62:7c:89:d9:cf:4c," 898607B11924C0338400",3号桩,168.55.0.28,400kw
机场油库公司充电站,广西壮族自治区,桂林市,七星区,两江镇丹桥,蓝汝唯,fe:b8:c9:31:0f:d0," 898608331924D0857476",1号桩,168.55.2.47,160kw/1-4
鄠邑区余下街道六岔路口充电站,陕西省,西安市,鄠邑区,余下街道兴惠路,李一睿,8a:b3:93:d6:95:b5," 898608331924D0854096",1号桩,168.55.3.236,120kw
瑞腾建材兴国老圩村电动汽车充电站,江西省,赣州市,兴国县,瑞腾建材兴国老圩村电动汽车充电站,刘浩,22:65:89:29:0e:b6," 898608331924D0854981",1号桩,168.55.5.185,160kw/1-4
河北省邢台宁晋公牛充电桩量擎快充站,河北省,邢台市,宁晋县,河北省邢台宁晋公牛充电桩量擎快充站,张立波,4e:9b:ab:89:8c:cc," 898607B11924C0333593",1号桩,168.55.6.32,160kw/1-4
桂平社坡富业公牛充电站,广西壮族自治区,贵港市,桂平市,广西壮族自治区贵港市桂平市社坡镇福螺记对面,蓝汝唯,32:50:ce:8c:b5:77," 898607B11924C0333607",1号桩,168.55.1.5,160kw/1-4
云南红河蒙自雨过铺重卡充电站,云南省,红河哈尼族彝族自治州,蒙自市,云南省红河哈尼族彝族自治州蒙自市红河站,陆振生,8e:47:6a:b1:5a:c9," 898607B11924C0338388",1号桩,168.55.5.202,400kw
