场站名称,省份,市区,区/县,详细地址,负责人,设备MAC地址,设备ICCID,设备场站序号,vpnIP,产品型号
陕西瑞林能源科技有限公司淡村充电站,陕西省,渭南市,富平县,陕西省渭南市富平县淡村镇210国道北,杜祥,da:64:5f:86:9c:d8," 898608331924D0855897",3号桩,168.55.2.192,400kw
星勇新能源公司卫星村充电站(二期),湖南省,湘潭市,雨湖区,卫星村(平安驾校旁),成志宏,aa:96:a5:ad:06:32," 898607B11924C0337015",1号桩,168.55.3.208,400kw
星勇新能源公司卫星村充电站(二期),湖南省,湘潭市,雨湖区,卫星村(平安驾校旁),成志宏,ca:3b:8b:92:27:b5," 898607B11924C0337014",2号桩,168.55.2.233,400kw
星勇新能源公司卫星村充电站(二期),湖南省,湘潭市,雨湖区,卫星村(平安驾校旁),成志宏,66:9c:cd:ad:25:0f," 898607B11924C0337006",3号桩,168.55.4.23,400kw
满意水泥厂充电站,陕西省,铜川市,耀州区,陕西省铜川市耀州区孙塬镇营草窝,刘文坤,d2:b5:aa:0e:a1:db," 898607B61924D0084875",1号桩,168.55.1.30,320kw
灯塔译丰铁西充电站,辽宁省,辽阳市,灯塔市,铁西工业园区兴工街东侧灯塔市译丰材料有限公司门前,赵世震,7a:33:17:6b:36:58," 898607B11924C0334166",1号桩,168.55.2.132,160kw/1-4
萧县双博门窗玻璃有限公司赵庄充电站,安徽省,宿州市,萧县,宿州市萧县赵庄镇405省道与036乡道恒浩中空玻璃加工厂,周超,be:f2:6c:8f:92:32," 898604F7192392293629",1号桩,168.55.0.169,160kw/1-4
乡城酒厂游客中心充电站,四川省,甘孜藏族自治州,乡城县,酒厂游客中心充电站,罗元霖,ee:0a:6d:47:7f:ab," 898608331924D0854364",1号桩,168.55.4.116,160kw/1-4
双辽曦敏充电站,吉林省,四平市,双辽市,红旗街道,赵世震,66:c9:fd:29:7f:ad," 898608331924D0856171",3号桩,168.55.3.240,160kw/1-4
吕镇加油站快充站,湖北省,襄阳市,襄州区,吕镇加油站,何东山,b6:7d:95:da:cb:6d," 898608331924D0854719",1号桩,168.55.0.59,160kw/1-4
龙口镇公牛充电站,江西省,赣州市,兴国县,江西省赣州市兴国县龙口镇惠民建材,刘浩,5e:32:e1:59:ff:0e," 898607B11924C0338221",1号桩,168.55.0.53,160kw/1-4
芜湖珩琅山光伏充电站,安徽省,芜湖市,芜湖经济技术开发区,红杨镇寒西路,周超,da:43:fc:f9:6d:1f," 898608331924D0853946",1号桩,168.55.1.90,160kw/1-4
南顺停车场玖兴物流充电站,福建省,漳州市,,漳州南高速路口南顺停车场玖兴物流充电站,张烜,3e:42:24:d0:58:1c," 898607B11924C0335445",1号桩,168.55.1.10,400kw
南顺停车场玖兴物流充电站,福建省,漳州市,,漳州南高速路口南顺停车场玖兴物流充电站,张烜,0e:d2:1c:9a:b9:00," 898607B11924C0335434",3号桩,168.55.4.149,400kw
南顺停车场玖兴物流充电站,福建省,漳州市,,漳州南高速路口南顺停车场玖兴物流充电站,张烜,f6:bc:e7:30:dd:3d," 898607B11924C0335439",2号桩,168.55.2.85,400kw
南顺停车场玖兴物流充电站,福建省,漳州市,,漳州南高速路口南顺停车场玖兴物流充电站,张烜,fa:a1:fc:70:1e:ff," 898607B11924C0335449",4号桩,168.55.0.253,400kw
湖南汨罗市神鼎山先锋社区站,湖南省,岳阳市,汨罗市,湖南省岳阳市汨罗市107国道18号神鼎山镇先锋社区村委会,李仕,9a:7f:c7:32:9f:0d," 898607B11924C0338241",1号桩,168.55.3.197,160kw/1-4
山东省青岛市城阳区春阳路与君城路充电站,山东省,青岛市,城阳区,山东省青岛市城阳区春阳路与君诚路交叉口,王祥宇,aa:9b:71:33:38:27," 898604F7192392295855",5号桩,168.55.1.239,320kw
山东省青岛市城阳区春阳路与君城路充电站,山东省,青岛市,城阳区,山东省青岛市城阳区春阳路与君诚路交叉口,王祥宇,7e:fe:a5:36:78:81," 898604F7192392295956",3号桩,168.55.0.139,320kw
山东省青岛市城阳区春阳路与君城路充电站,山东省,青岛市,城阳区,山东省青岛市城阳区春阳路与君诚路交叉口,王祥宇,e2:15:cd:83:39:7f," 898604F7192392293779",1号桩,168.55.2.151,320kw
山东省青岛市城阳区春阳路与君城路充电站,山东省,青岛市,城阳区,山东省青岛市城阳区春阳路与君诚路交叉口,王祥宇,2e:dc:6f:3c:23:07," 898604F7192392295890",2号桩,168.55.0.174,320kw
山东省青岛市城阳区春阳路与君城路充电站,山东省,青岛市,城阳区,山东省青岛市城阳区春阳路与君诚路交叉口,王祥宇,fe:1b:8f:0f:fc:8c," 898604F7192392295898",4号桩,168.55.3.142,160kw
娄底市一帆工贸有限公司充电站,湖南省,娄底市,娄星区,石井镇石井村九尾冲,成志宏,26:86:cc:d5:70:c3," 898608331924D0856426",1号桩,168.55.1.231,320kw
炎松德充电站,广西壮族自治区,桂林市,灵川县,桂林市灵川县三街镇322国道,蓝汝唯,5e:ff:31:9f:ff:38," 898608331924D0853964",1号桩,168.55.1.38,160kw/1-4
山西晋中软云能源（御锦华府充电站）,山西省,太原市,古交市,古交市河口镇滨河北路火山村,王文忠,7e:b7:88:89:8e:a9," 898604F7192392293349",1号桩,168.55.2.97,160kw/1-4
山东临工临沂河东区山建路充电站,山东省,临沂市,河东区,山建路101号施可丰化工股份有限公司,曹灿,d6:ae:a7:06:ad:aa," 898607B11924C0333799",1号桩,168.55.4.196,320kw
金普新区石河全兴家园充电站,辽宁省,大连市,普兰店区,金普新区石河全兴家园,赵世震,06:07:ed:b7:69:e6," 898608331924D0856091",1号桩,168.55.0.208,160kw/1-4
海口温溪尔体育充电站,海南省,海口市,秀英区,南海大道66号,符焕相,c2:5c:2c:00:fe:18," 898608331924D0853986",2号桩,168.55.3.230,160kw/1-4
海口温溪尔体育充电站,海南省,海口市,秀英区,南海大道66号,符焕相,a2:b4:35:f8:ac:72," 898608331924D0854052",3号桩,168.55.0.22,160kw/1-4
海口温溪尔体育充电站,海南省,海口市,秀英区,南海大道66号,符焕相,ca:85:85:76:ff:18," 898608331924D0854360",1号桩,168.55.2.224,160kw/1-4
渭北天石商砼充电站,陕西省,渭南市,蒲城县,渭北天石商砼西北50米,解洪宽,6a:fc:c3:5f:ff:66," 898604F7192392295559",1号桩,168.55.1.93,320kw
公牛丹阳创宵公牛电站,江苏省,镇江市,丹阳市,江苏省镇江市丹阳市志广车业,冒启民,e2:ba:24:c9:ee:57," 898607B11924C0335389",1号桩,168.55.5.70,160kw/1-4
新岭路充电站,江西省,上饶市,鄱阳县,鄱阳农商银行,王渊,92:ba:d5:9f:69:1b," 898607B11924C0338114",1号桩,168.55.0.217,160kw/1-4
云居茶香坊社区服务站充电站,浙江省,嘉兴市,秀洲区,云居茶香坊社区服务站充电站,包拯,66:0a:e7:8f:ec:7f," 898607B11924C0338157",1号桩,168.55.0.102,160kw/1-4
新沂市土城充电站,江苏省,徐州市,新沂市,土城,刘召美,a2:b2:f9:b2:da:cc," 898608331924D0855881",1号桩,168.55.1.107,320kw
双山公园160千瓦快速充电站,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县,新疆维吾尔自治区塔城地区和布克赛尔蒙古自治县和什托洛盖东街与迎宾南路交汇处,赵民章,ca:16:13:81:a7:57," 898607B11924C0334930",2号桩,168.55.6.55,160kw/1-4
双山公园160千瓦快速充电站,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县,新疆维吾尔自治区塔城地区和布克赛尔蒙古自治县和什托洛盖东街与迎宾南路交汇处,赵民章,7a:1b:9a:ac:55:c7," 89860440192390023494",1号桩,168.55.5.95,160kw/1-4
海口景瑞大夏快充站站,海南省,海口市,龙华区,龙昆北路18号,符焕相,8a:aa:10:3f:b3:33," 89860440192390023495",2号桩,168.55.2.108,160kw/1-4
海口景瑞大夏快充站站,海南省,海口市,龙华区,龙昆北路18号,符焕相,7a:3b:6a:8d:0c:6a," 898607B11924C0338044",1号桩,168.55.0.254,160kw/1-4
国道沙后所镇充电站,辽宁省,葫芦岛市,,兴城市沙后所镇102国道国道沙后所镇快充站,赵世震,f2:77:c7:aa:54:44," 89860440192390023737",1号桩,168.55.3.36,160kw/1-4
景江岸村鄞城大道充电站,浙江省,宁波市,鄞州区,江东永一包装材料供应站,向晓东,5a:1f:1e:55:a5:cc," 898607B11924C0334157",1号桩,168.55.3.109,160kw/1-4
公牛河南许昌魏都区橙南公牛超充站,河南省,许昌市,魏都区,河南许昌魏都区途虎养车工厂店,姬铭阳,ba:ac:9f:eb:8d:72," 898607B11924C0338206",1号桩,168.55.2.168,160kw/1-4
中盐内蒙古化工盐碱分公司充电站,内蒙古自治区,乌海市,海勃湾区,中盐内蒙古化工盐碱分公司,梁燕波,b2:47:07:f3:ff:e0," 898607B11924C0334278",1号桩,168.55.4.135,320kw
云南大理祥云大道汽车充电站,云南省,大理白族自治州,大理市,祥云县祥城大道金熙花园对面停车场,尹文泽,ce:63:83:f8:e6:ac," 898604F7192392295954",1号桩,168.55.1.134,160kw
陕西省宝鸡市明澜出行宝鸡凤县星衡充电站（东河村委会）,陕西省,宝鸡市,凤县,东河桥村委会,李一睿,d6:39:f9:f9:cf:c0," 898608331924D0854366",1号桩,168.55.6.59,160kw/1-4
古浪县祁连山水泥厂充电站,甘肃省,武威市,古浪县,祁连山水泥厂充电站,陈为,9e:da:2d:b3:99:98," 898608331924D0854885",1号桩,168.55.2.119,320kw
公牛超级快充缪屋站,广西壮族自治区,防城港市,港口区,沙潭江街道童慧幼儿园,蓝汝唯,4a:42:2a:ac:fc:76," 898608331924D0856170",1号桩,168.55.1.51,160kw/1-4
桃源中庙停车场充电站,江西省,赣州市,赣县区,梅林镇中庙安置区上坡处,刘浩,02:9f:64:94:8d:55," 898608331924D0855114",1号桩,168.55.5.2,160kw/1-4
儋州大益茶人民中路充电站,海南省,海口市,秀英区,儋州市人民中路6号中旅宾馆旁,符焕相,3a:d4:1c:07:63:99," 898608331924D0854394",1号桩,168.55.3.227,160kw/1-4
衢江区东港凤凰湖快充站,浙江省,衢州市,衢江区,衢江区东港凤凰湖快充站,向晓东,32:e4:57:ff:70:8f," 898607B11924C0338272",0号桩,168.55.5.151,160kw/1-4
四台智慧停车场重卡超充站,湖北省,武汉市,汉阳区,永丰街道,何东山,4e:dc:55:7d:c7:e0," 898608331924D0854402",2号桩,168.55.5.149,320kw
四台智慧停车场重卡超充站,湖北省,武汉市,汉阳区,永丰街道,何东山,2a:cd:3d:91:52:a6," 898608331924D0854389",1号桩,168.55.2.66,320kw
巨安环保科技充电站,内蒙古自治区,鄂尔多斯市,东胜区,缺少详细地址,,9a:aa:b4:93:b5:59," 898608331924D0856189",1号桩,168.55.4.121,320kw
冠群新能源泾阳桥底快充站,陕西省,咸阳市,泾阳县,桥底镇,李一睿,c6:dc:6a:56:6d:b5," 898608331924D0854186",1号桩,168.55.1.67,160kw/1-4
冠群新能源凤翔华宇快充站,陕西省,宝鸡市,,宝鸡凤翔华宇食品厂门口,李一睿,da:35:0f:f8:73:1b," 898608331924D0854138",1号桩,168.55.3.98,160kw/1-4
重庆国唐物流充电站,重庆市,县,江津区,朱杨镇江顺码头,潘琪,3a:5b:25:49:ac:27," 898604F7192392298020",1号桩,168.55.4.154,320kw
重庆国唐物流充电站,重庆市,县,江津区,朱杨镇江顺码头,潘琪,f6:f2:28:e3:94:e0," 89860440192390022585",2号桩,168.55.1.40,320kw
凭祥彤域重卡充电站,广西壮族自治区,崇左市,凭祥市,南山村板必屯,蓝汝唯,4a:ae:86:33:02:93," 898607B11924C0334742",2号桩,168.55.3.87,320kw
凭祥彤域重卡充电站,广西壮族自治区,崇左市,凭祥市,南山村板必屯,蓝汝唯,8a:ce:03:52:c0:a7," 898607B11924C0336948",1号桩,168.55.3.148,320kw
邵武可宇下沙兔庄充电站,福建省,南平市,邵武市,福建省南平市邵武市下沙镇205省道中国使用加油站,陈渊杰,56:4c:8d:9b:53:b6,,1号桩,168.55.3.161,160kw/1-4
定安县翰林卫生院,海南省,省直辖县级行政区划,定安县,海南省定安县翰林镇民生街32号,符焕相,76:3e:ac:0d:9b:aa," 898608331924D0854384",1号桩,168.55.6.70,160kw/1-4
公牛河南洛阳伊川宜来电白沙镇文化中心充电站,河南省,洛阳市,,洛阳伊川宜来电白沙镇充电站,姬铭阳,ae:a6:6c:06:b2:ec," 898608331924D0855038",1号桩,168.55.0.119,160kw/1-4
河北省邯郸武安市万全鑫滨湖城充电站,河北省,邯郸市,武安市,万全鑫滨湖城充电站,张立波,fe:05:0c:7f:0f:a8," 898608331924D0854946",1号桩,168.55.3.93,160kw/1-4
河北省保定市易县白马乡234国道,河北省,保定市,易县,河北省保定市易县白马乡234国道,张立波,6e:de:d5:aa:ad:32," 89860440192390023402",1号桩,168.55.3.245,160kw/1-4
周志县二曲镇南辛头村充电站,陕西省,西安市,周至县,南辛头村,杜祥,0e:66:b5:ce:aa:bb," 898604F7192392295850",1号桩,168.55.2.208,120kw
陕西健行景恒重卡站,陕西省,渭南市,韩城市,龙门镇李村韩城市坤森洗煤有限责任公司,赵友鑫,22:c6:69:4f:6d:ab," 898604F7192392295985",2号桩,168.55.4.1,400kw
陕西健行景恒重卡站,陕西省,渭南市,韩城市,龙门镇李村韩城市坤森洗煤有限责任公司,赵友鑫,3a:5e:a4:d5:aa:5a," 898604F7192392295982",1号桩,168.55.1.228,400kw
陕西健行景恒重卡站,陕西省,渭南市,韩城市,龙门镇李村韩城市坤森洗煤有限责任公司,赵友鑫,ba:22:3f:1f:a4:66," 898604F7192392295983",3号桩,168.55.3.52,400kw
陕西健行景恒重卡站,陕西省,渭南市,韩城市,龙门镇李村韩城市坤森洗煤有限责任公司,赵友鑫,22:bb:b2:b6:24:36," 898604F7192392295986",4号桩,168.55.4.26,400kw
森雄动物园充电站,广西壮族自治区,贵港市,平南县,工业大道,蓝汝唯,ee:be:3c:49:86:95," 898607B11924C0334833",1号桩,168.55.3.241,160kw/1-4
青岛市城阳区礼阳路充电站,山东省,青岛市,城阳区,山东省青岛市,王祥宇,9a:ff:79:66:00:59," 898607B11924C0333919",1号桩,168.55.1.7,160kw
青岛市城阳区礼阳路充电站,山东省,青岛市,城阳区,山东省青岛市,王祥宇,86:5d:8c:52:3f:c0," 898607B11924C0334983",3号桩,168.55.4.238,160kw
青岛市城阳区礼阳路充电站,山东省,青岛市,城阳区,山东省青岛市,王祥宇,5e:48:93:a5:da:aa," 898607B11924C0334834",8号桩,168.55.2.33,160kw
青岛市城阳区礼阳路充电站,山东省,青岛市,城阳区,山东省青岛市,王祥宇,b2:fd:cb:aa:4f:00," 898607B11924C0334997",5号桩,168.55.0.235,160kw
青岛市城阳区礼阳路充电站,山东省,青岛市,城阳区,山东省青岛市,王祥宇,56:b0:ca:98:ca:6c," 898607B11924C0333677",4号桩,168.55.3.238,160kw
青岛市城阳区礼阳路充电站,山东省,青岛市,城阳区,山东省青岛市,王祥宇,66:ae:b7:1b:3a:99," 898607B11924C0334992",6号桩,168.55.5.228,160kw
青岛市城阳区礼阳路充电站,山东省,青岛市,城阳区,山东省青岛市,王祥宇,26:cd:8e:fc:0d:3f," 898607B11924C0334995",2号桩,168.55.0.154,160kw
青岛市城阳区礼阳路充电站,山东省,青岛市,城阳区,山东省青岛市,王祥宇,da:dd:c0:fc:da:50," 898607B11924C0333912",7号桩,168.55.6.15,160kw
河北省邢台盛世家乐园生活广场充电站,河北省,邢台市,襄都区,河北省邢台市信都区泉西街道冶金北路889号盛世中央公馆,张立波,86:92:a9:5a:64:6a," 898608331924D0853994",1号桩,168.55.3.23,160kw/1-4
欣光新市加元村快充站,浙江省,湖州市,德清县,加元村文化礼堂西,谢小刚,3e:3c:c6:24:1a:96," 898608331924D0857454",1号桩,168.55.3.209,160kw/1-4
河北邢台临城县S327省道充电站,河北省,邢台市,临城县,爱国东路附近,张立波,6a:21:30:92:84:cc," 898608331924D0854941",1号桩,168.55.5.112,160kw/1-4
瀚德充电站,山东省,日照市,,碑廓镇贝壳酒店站,王祥宇,3e:fc:df:2d:e7:a7," 898608331924D0853962",214215号桩,168.55.0.87,160kw/1-4
平南南站领充超充站,广西壮族自治区,贵港市,平南县,镇隆镇进站路田园居生态园,蓝汝唯,de:9d:e6:66:a7:d4," 898608331924D0855012",1号桩,168.55.4.18,160kw/1-4
恒远公牛充电站,山东省,滨州市,沾化区,沾化区富国街道南外环路恒远建材,马发彪,c2:d9:3d:c0:0e:80," 898607B11924C0333605",1号桩,168.55.5.235,160kw/1-4
云居缪家村村使馆快充站,浙江省,嘉兴市,嘉善县,嘉善县大云镇缪家村,包拯,1a:f2:ef:c7:1b:aa," 898607B11924C0338247",0号桩,168.55.4.180,160kw/1-4
中安共创河南郑州上街凯特城市广场充电站,河南省,郑州市,上街区,凯特广场停车场,姬铭阳,f2:69:69:59:65:54," 89860440192390022641",1号桩,168.55.2.239,160kw/1-4
万城一品领充充电站,广西壮族自治区,崇左市,大新县,桃城镇安平大道路边停车场,蓝汝唯,ba:66:9c:33:e0:0e," 898608331924D0853937",1号桩,168.55.0.4,160kw/1-4
公牛嘉兴湘南公寓归鹊苑充电站,浙江省,嘉兴市,南湖区,浙江省嘉兴市南湖区七星街道吉子路118号,冒启民,a2:f1:30:60:05:5b," 898607B11924C0335411",1号桩,168.55.3.152,160kw/1-4
尊元恒盛充电站,陕西省,西安市,长安区,陕西省西安市长安区细柳街道381村道;478村道与新韦斗路路口东北513米,赵友鑫,06:26:4a:19:e6:78," 898607B61924D0084869",1号桩,168.55.1.15,400kw
尊元恒盛充电站,陕西省,西安市,长安区,陕西省西安市长安区细柳街道381村道;478村道与新韦斗路路口东北513米,赵友鑫,ce:a1:61:4a:90:4c," 89860464192570040482",2号桩,168.55.1.193,400kw
尊元恒盛充电站,陕西省,西安市,长安区,陕西省西安市长安区细柳街道381村道;478村道与新韦斗路路口东北513米,赵友鑫,a6:08:eb:fb:7f:59," 898607B61924D0084844",3号桩,168.55.2.7,400kw
安徽宣城泾县查济荷花冲山庄充电站,安徽省,宣城市,泾县,荷花山庄西南28米,周超,f6:3e:bf:a9:4e:dc," 898607B11924C0338222",1号桩,168.55.1.95,160kw/1-4
河南郑州新密市刘寨厂区临工充电站,河南省,郑州市,新密市,刘寨煤矿厂区,姬铭阳,36:ea:9f:76:e0:01," 898604F7192392295728",1号桩,168.55.3.180,320kw
高新区武坡充电站,湖北省,襄阳市,襄州区,刘集街道襄富饶农副产品有限公司,何东山,02:ad:3e:aa:c5:a5," 898608331924D0855042",1号桩,168.55.2.159,160kw/1-4
山东省青岛市城阳区高实雅苑充电站,山东省,青岛市,城阳区,山东省青岛市城阳区红岛街道环岛北路高实雅苑充电站,王祥宇,9e:f5:81:96:25:20," 898607B11924C0334176",1号桩,168.55.1.180,160kw/1-4
冠群新能源扶风法门寺快充站,陕西省,宝鸡市,渭滨区,冠群法门寺充电站,"  李一睿",ea:9c:eb:6b:eb:b2," 898608331924D0853956",1号桩,168.55.0.140,160kw/1-4
浦北北通黄记充电站,广西壮族自治区,钦州市,浦北县,北通镇北通客运站,蓝汝唯,12:8f:ad:d8:7c:99," 898608331924D0856149",1号桩,168.55.2.128,160kw/1-4
云南大理下关大风坝重卡充电站,云南省,大理白族自治州,大理市,大理中实沥青拌合站西300米(X084北),尹文泽,b6:a7:2c:34:61:9f," 898607B11924C0338367",1号桩,168.55.4.75,400kw
云南大理下关大风坝重卡充电站,云南省,大理白族自治州,大理市,大理中实沥青拌合站西300米(X084北),尹文泽,7a:1d:cf:93:e6:cb," 898607B11924C0338629",2号桩,168.55.4.66,400kw
皖能慧充孙村镇中乐饭店充电站,安徽省,芜湖市,繁昌区,孙村镇九连村下铁组中乐饭店,周超,36:76:93:7b:e9:a9,,1号桩,168.55.3.40,160kw/1-4
沂源县悦庄镇鲍庄充电站,山东省,淄博市,沂源县,地中心路税局悦庄征收分局西,王祥宇,7e:c0:03:9c:9a:9f," 89860440192390022636",1号桩,168.55.3.116,160kw/1-4
